Nom                                                                           | Id                     | Services web | Styles                                                                                                
50//GDPS.PRES - Hauteur géopotentielle à 50.0 mb (6 heures de prévision)      | GDPS.PRES_GZ.50.6h     | WMS, WCS     | DEFAULT: GEOPOTENTIELHEIGHT-50mb-LINEAR, GEOPOTENTIELHEIGHT-50mb                                      
1015//GDPS.PRES - Écart du point de rosée à 1015.0 mb (3 heures de prévision) | GDPS.PRES_ES.1015.3h   | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
1000//GDPS.PRES - Écart du point de rosée à 1000.0 mb                         | GDPS.PRES_ES.1000      | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
985//GDPS.PRES - Écart du point de rosée à 985.0 mb (3 heures de prévision)   | GDPS.PRES_ES.985.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
970//GDPS.PRES - Écart du point de rosée à 970.0 mb (3 heures de prévision)   | GDPS.PRES_ES.970.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
950//GDPS.PRES - Écart du point de rosée à 950.0 mb (3 heures de prévision)   | GDPS.PRES_ES.950.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
925//GDPS.PRES - Écart du point de rosée à 925.0 mb                           | GDPS.PRES_ES.925       | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
900//GDPS.PRES - Écart du point de rosée à 900.0 mb (3 heures de prévision)   | GDPS.PRES_ES.900.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
875//GDPS.PRES - Écart du point de rosée à 875.0 mb (3 heures de prévision)   | GDPS.PRES_ES.875.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
850//GDPS.PRES - Écart du point de rosée à 850.0 mb                           | GDPS.PRES_ES.850       | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
800//GDPS.PRES - Écart du point de rosée à 800.0 mb (3 heures de prévision)   | GDPS.PRES_ES.800.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
750//GDPS.PRES - Écart du point de rosée à 750.0 mb (3 heures de prévision)   | GDPS.PRES_ES.750.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
700//GDPS.PRES - Écart du point de rosée à 700.0 mb                           | GDPS.PRES_ES.700       | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
650//GDPS.PRES - Écart du point de rosée à 650.0 mb (3 heures de prévision)   | GDPS.PRES_ES.650.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
600//GDPS.PRES - Écart du point de rosée à 600.0 mb (3 heures de prévision)   | GDPS.PRES_ES.600.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
550//GDPS.PRES - Écart du point de rosée à 550.0 mb (3 heures de prévision)   | GDPS.PRES_ES.550.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
500//GDPS.PRES - Écart du point de rosée à 500.0 mb                           | GDPS.PRES_ES.500       | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
450//GDPS.PRES - Écart du point de rosée à 450.0 mb (3 heures de prévision)   | GDPS.PRES_ES.450.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
400//GDPS.PRES - Écart du point de rosée à 400.0 mb (3 heures de prévision)   | GDPS.PRES_ES.400.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
400//GDPS.PRES - Écart du point de rosée à 400.0 mb (6 heures de prévision)   | GDPS.PRES_ES.400.6h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
350//GDPS.PRES - Écart du point de rosée à 350.0 mb (3 heures de prévision)   | GDPS.PRES_ES.350.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
300//GDPS.PRES - Écart du point de rosée à 300.0 mb (3 heures de prévision)   | GDPS.PRES_ES.300.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
300//GDPS.PRES - Écart du point de rosée à 300.0 mb (6 heures de prévision)   | GDPS.PRES_ES.300.6h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
275//GDPS.PRES - Écart du point de rosée à 275.0 mb (3 heures de prévision)   | GDPS.PRES_ES.275.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
250//GDPS.PRES - Écart du point de rosée à 250.0 mb (6 heures de prévision)   | GDPS.PRES_ES.250.6h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
250//GDPS.PRES - Écart du point de rosée à 250.0 mb (3 heures de prévision)   | GDPS.PRES_ES.250.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
225//GDPS.PRES - Écart du point de rosée à 225.0 mb (3 heures de prévision)   | GDPS.PRES_ES.225.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
200//GDPS.PRES - Écart du point de rosée à 200.0 mb (3 heures de prévision)   | GDPS.PRES_ES.200.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
200//GDPS.PRES - Écart du point de rosée à 200.0 mb (6 heures de prévision)   | GDPS.PRES_ES.200.6h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
175//GDPS.PRES - Écart du point de rosée à 175.0 mb (3 heures de prévision)   | GDPS.PRES_ES.175.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
150//GDPS.PRES - Écart du point de rosée à 150.0 mb (3 heures de prévision)   | GDPS.PRES_ES.150.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
150//GDPS.PRES - Écart du point de rosée à 150.0 mb (6 heures de prévision)   | GDPS.PRES_ES.150.6h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
100//GDPS.PRES - Écart du point de rosée à 100.0 mb (3 heures de prévision)   | GDPS.PRES_ES.100.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
100//GDPS.PRES - Écart du point de rosée à 100.0 mb (6 heures de prévision)   | GDPS.PRES_ES.100.6h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
50//GDPS.PRES - Écart du point de rosée à 50.0 mb (3 heures de prévision)     | GDPS.PRES_ES.50.3h     | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
50//GDPS.PRES - Écart du point de rosée à 50.0 mb (6 heures de prévision)     | GDPS.PRES_ES.50.6h     | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
1015//GDPS.PRES - Humidité spécifique à 1015.0 mb (3 heures de prévision)     | GDPS.PRES_HU.1015.3h   | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
1000//GDPS.PRES - Humidité spécifique à 1000.0 mb                             | GDPS.PRES_HU.1000      | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
985//GDPS.PRES - Humidité spécifique à 985.0 mb (3 heures de prévision)       | GDPS.PRES_HU.985.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
970//GDPS.PRES - Humidité spécifique à 970.0 mb (3 heures de prévision)       | GDPS.PRES_HU.970.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
950//GDPS.PRES - Humidité spécifique à 950.0 mb (3 heures de prévision)       | GDPS.PRES_HU.950.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
925//GDPS.PRES - Humidité spécifique à 925.0 mb                               | GDPS.PRES_HU.925       | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
900//GDPS.PRES - Humidité spécifique à 900.0 mb (3 heures de prévision)       | GDPS.PRES_HU.900.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
875//GDPS.PRES - Humidité spécifique à 875.0 mb (3 heures de prévision)       | GDPS.PRES_HU.875.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
850//GDPS.PRES - Humidité spécifique à 850.0 mb                               | GDPS.PRES_HU.850       | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
800//GDPS.PRES - Humidité spécifique à 800.0 mb (3 heures de prévision)       | GDPS.PRES_HU.800.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
750//GDPS.PRES - Humidité spécifique à 750.0 mb (3 heures de prévision)       | GDPS.PRES_HU.750.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
700//GDPS.PRES - Humidité spécifique à 700.0 mb                               | GDPS.PRES_HU.700       | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
650//GDPS.PRES - Humidité spécifique à 650.0 mb (3 heures de prévision)       | GDPS.PRES_HU.650.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
600//GDPS.PRES - Humidité spécifique à 600.0 mb (3 heures de prévision)       | GDPS.PRES_HU.600.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
550//GDPS.PRES - Humidité spécifique à 550.0 mb (3 heures de prévision)       | GDPS.PRES_HU.550.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
500//GDPS.PRES - Humidité spécifique à 500.0 mb                               | GDPS.PRES_HU.500       | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
450//GDPS.PRES - Humidité spécifique à 450.0 mb (3 heures de prévision)       | GDPS.PRES_HU.450.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
400//GDPS.PRES - Humidité spécifique à 400.0 mb (3 heures de prévision)       | GDPS.PRES_HU.400.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
400//GDPS.PRES - Humidité spécifique à 400.0 mb (6 heures de prévision)       | GDPS.PRES_HU.400.6h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
350//GDPS.PRES - Humidité spécifique à 350.0 mb (3 heures de prévision)       | GDPS.PRES_HU.350.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
300//GDPS.PRES - Humidité spécifique à 300.0 mb (3 heures de prévision)       | GDPS.PRES_HU.300.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
300//GDPS.PRES - Humidité spécifique à 300.0 mb (6 heures de prévision)       | GDPS.PRES_HU.300.6h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
275//GDPS.PRES - Humidité spécifique à 275.0 mb (3 heures de prévision)       | GDPS.PRES_HU.275.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
250//GDPS.PRES - Humidité spécifique à 250.0 mb (6 heures de prévision)       | GDPS.PRES_HU.250.6h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
250//GDPS.PRES - Humidité spécifique à 250.0 mb (3 heures de prévision)       | GDPS.PRES_HU.250.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
225//GDPS.PRES - Humidité spécifique à 225.0 mb (3 heures de prévision)       | GDPS.PRES_HU.225.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
200//GDPS.PRES - Humidité spécifique à 200.0 mb (3 heures de prévision)       | GDPS.PRES_HU.200.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
200//GDPS.PRES - Humidité spécifique à 200.0 mb (6 heures de prévision)       | GDPS.PRES_HU.200.6h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
175//GDPS.PRES - Humidité spécifique à 175.0 mb (3 heures de prévision)       | GDPS.PRES_HU.175.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
150//GDPS.PRES - Humidité spécifique à 150.0 mb (3 heures de prévision)       | GDPS.PRES_HU.150.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
150//GDPS.PRES - Humidité spécifique à 150.0 mb (6 heures de prévision)       | GDPS.PRES_HU.150.6h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
100//GDPS.PRES - Humidité spécifique à 100.0 mb (3 heures de prévision)       | GDPS.PRES_HU.100.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
100//GDPS.PRES - Humidité spécifique à 100.0 mb (6 heures de prévision)       | GDPS.PRES_HU.100.6h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
50//GDPS.PRES - Humidité spécifique à 50.0 mb (3 heures de prévision)         | GDPS.PRES_HU.50.3h     | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
50//GDPS.PRES - Humidité spécifique à 50.0 mb (6 heures de prévision)         | GDPS.PRES_HU.50.6h     | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
1015//GDPS.PRES - Température de l'air à 1015.0 mb (3 heures de prévision)    | GDPS.PRES_TT.1015.3h   | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
1000//GDPS.PRES - Température de l'air à 1000.0 mb                            | GDPS.PRES_TT.1000      | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
985//GDPS.PRES - Température de l'air à 985.0 mb (3 heures de prévision)      | GDPS.PRES_TT.985.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
970//GDPS.PRES - Température de l'air à 970.0 mb (3 heures de prévision)      | GDPS.PRES_TT.970.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
950//GDPS.PRES - Température de l'air à 950.0 mb (3 heures de prévision)      | GDPS.PRES_TT.950.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
925//GDPS.PRES - Température de l'air à 925.0 mb                              | GDPS.PRES_TT.925       | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
900//GDPS.PRES - Température de l'air à 900.0 mb (3 heures de prévision)      | GDPS.PRES_TT.900.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
875//GDPS.PRES - Température de l'air à 875.0 mb (3 heures de prévision)      | GDPS.PRES_TT.875.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
850//GDPS.PRES - Température de l'air à 850.0 mb                              | GDPS.PRES_TT.850       | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
800//GDPS.PRES - Température de l'air à 800.0 mb (3 heures de prévision)      | GDPS.PRES_TT.800.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
750//GDPS.PRES - Température de l'air à 750.0 mb (3 heures de prévision)      | GDPS.PRES_TT.750.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
700//GDPS.PRES - Température de l'air à 700.0 mb                              | GDPS.PRES_TT.700       | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
650//GDPS.PRES - Température de l'air à 650.0 mb (3 heures de prévision)      | GDPS.PRES_TT.650.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
600//GDPS.PRES - Température de l'air à 600.0 mb (3 heures de prévision)      | GDPS.PRES_TT.600.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
550//GDPS.PRES - Température de l'air à 550.0 mb (3 heures de prévision)      | GDPS.PRES_TT.550.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
500//GDPS.PRES - Température de l'air à 500.0 mb                              | GDPS.PRES_TT.500       | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
450//GDPS.PRES - Température de l'air à 450.0 mb (3 heures de prévision)      | GDPS.PRES_TT.450.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
400//GDPS.PRES - Température de l'air à 400.0 mb (3 heures de prévision)      | GDPS.PRES_TT.400.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
400//GDPS.PRES - Température de l'air à 400.0 mb (6 heures de prévision)      | GDPS.PRES_TT.400.6h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
350//GDPS.PRES - Température de l'air à 350.0 mb (3 heures de prévision)      | GDPS.PRES_TT.350.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
300//GDPS.PRES - Température de l'air à 300.0 mb (3 heures de prévision)      | GDPS.PRES_TT.300.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
300//GDPS.PRES - Température de l'air à 300.0 mb (6 heures de prévision)      | GDPS.PRES_TT.300.6h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
275//GDPS.PRES - Température de l'air à 275.0 mb (3 heures de prévision)      | GDPS.PRES_TT.275.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
250//GDPS.PRES - Température de l'air à 250.0 mb (6 heures de prévision)      | GDPS.PRES_TT.250.6h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
250//GDPS.PRES - Température de l'air à 250.0 mb (3 heures de prévision)      | GDPS.PRES_TT.250.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
225//GDPS.PRES - Température de l'air à 225.0 mb (3 heures de prévision)      | GDPS.PRES_TT.225.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
200//GDPS.PRES - Température de l'air à 200.0 mb (3 heures de prévision)      | GDPS.PRES_TT.200.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
200//GDPS.PRES - Température de l'air à 200.0 mb (6 heures de prévision)      | GDPS.PRES_TT.200.6h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
175//GDPS.PRES - Température de l'air à 175.0 mb (3 heures de prévision)      | GDPS.PRES_TT.175.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
150//GDPS.PRES - Température de l'air à 150.0 mb (3 heures de prévision)      | GDPS.PRES_TT.150.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
150//GDPS.PRES - Température de l'air à 150.0 mb (6 heures de prévision)      | GDPS.PRES_TT.150.6h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
100//GDPS.PRES - Température de l'air à 100.0 mb (3 heures de prévision)      | GDPS.PRES_TT.100.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
