Name                                                                   | Id                     | Web Services | Styles                                                                                                
500//GDPS.PRES - Geopotential height at 500.0 mb                       | GDPS.PRES_GZ.500       | WMS, WCS     | DEFAULT: GEOPOTENTIELHEIGHT-500mb-LINEAR, GEOPOTENTIELHEIGHT-500mb                                    
250//GDPS.PRES - Geopotential height at 250.0 mb (3 hours forecast)    | GDPS.PRES_GZ.250.3h    | WMS, WCS     | DEFAULT: GEOPOTENTIELHEIGHT-250mb-LINEAR, GEOPOTENTIELHEIGHT-250mb                                    
250//GDPS.PRES - Geopotential height at 250.0 mb (6 hours forecast)    | GDPS.PRES_GZ.250.6h    | WMS, WCS     | DEFAULT: GEOPOTENTIELHEIGHT-250mb-LINEAR, GEOPOTENTIELHEIGHT-250mb                                    
200//GDPS.PRES - Geopotential height at 200.0 mb (3 hours forecast)    | GDPS.PRES_GZ.200.3h    | WMS, WCS     | DEFAULT: GEOPOTENTIELHEIGHT-200mb-LINEAR, GEOPOTENTIELHEIGHT-200mb                                    
200//GDPS.PRES - Geopotential height at 200.0 mb (6 hours forecast)    | GDPS.PRES_GZ.200.6h    | WMS, WCS     | DEFAULT: GEOPOTENTIELHEIGHT-200mb-LINEAR, GEOPOTENTIELHEIGHT-200mb                                    
100//GDPS.PRES - Geopotential height at 100.0 mb (3 hours forecast)    | GDPS.PRES_GZ.100.3h    | WMS, WCS     | DEFAULT: GEOPOTENTIELHEIGHT-100mb-LINEAR, GEOPOTENTIELHEIGHT-100mb                                    
100//GDPS.PRES - Geopotential height at 100.0 mb (6 hours forecast)    | GDPS.PRES_GZ.100.6h    | WMS, WCS     | DEFAULT: GEOPOTENTIELHEIGHT-100mb-LINEAR, GEOPOTENTIELHEIGHT-100mb                                    
50//GDPS.PRES - Geopotential height at 50.0 mb (3 hours forecast)      | GDPS.PRES_GZ.50.3h     | WMS, WCS     | DEFAULT: GEOPOTENTIELHEIGHT-50mb-LINEAR, GEOPOTENTIELHEIGHT-50mb                                      
50//GDPS.PRES - Geopotential height at 50.0 mb (6 hours forecast)      | GDPS.PRES_GZ.50.6h     | WMS, WCS     | DEFAULT: GEOPOTENTIELHEIGHT-50mb-LINEAR, GEOPOTENTIELHEIGHT-50mb                                      
1015//GDPS.PRES - Dew point depression at 1015.0 mb (3 hours forecast) | GDPS.PRES_ES.1015.3h   | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
1000//GDPS.PRES - Dew point depression at 1000.0 mb                    | GDPS.PRES_ES.1000      | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
985//GDPS.PRES - Dew point depression at 985.0 mb (3 hours forecast)   | GDPS.PRES_ES.985.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
970//GDPS.PRES - Dew point depression at 970.0 mb (3 hours forecast)   | GDPS.PRES_ES.970.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
950//GDPS.PRES - Dew point depression at 950.0 mb (3 hours forecast)   | GDPS.PRES_ES.950.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
925//GDPS.PRES - Dew point depression at 925.0 mb                      | GDPS.PRES_ES.925       | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
900//GDPS.PRES - Dew point depression at 900.0 mb (3 hours forecast)   | GDPS.PRES_ES.900.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
875//GDPS.PRES - Dew point depression at 875.0 mb (3 hours forecast)   | GDPS.PRES_ES.875.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
850//GDPS.PRES - Dew point depression at 850.0 mb                      | GDPS.PRES_ES.850       | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
800//GDPS.PRES - Dew point depression at 800.0 mb (3 hours forecast)   | GDPS.PRES_ES.800.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
750//GDPS.PRES - Dew point depression at 750.0 mb (3 hours forecast)   | GDPS.PRES_ES.750.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
700//GDPS.PRES - Dew point depression at 700.0 mb                      | GDPS.PRES_ES.700       | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
650//GDPS.PRES - Dew point depression at 650.0 mb (3 hours forecast)   | GDPS.PRES_ES.650.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
600//GDPS.PRES - Dew point depression at 600.0 mb (3 hours forecast)   | GDPS.PRES_ES.600.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
550//GDPS.PRES - Dew point depression at 550.0 mb (3 hours forecast)   | GDPS.PRES_ES.550.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
500//GDPS.PRES - Dew point depression at 500.0 mb                      | GDPS.PRES_ES.500       | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
450//GDPS.PRES - Dew point depression at 450.0 mb (3 hours forecast)   | GDPS.PRES_ES.450.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
400//GDPS.PRES - Dew point depression at 400.0 mb (3 hours forecast)   | GDPS.PRES_ES.400.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
400//GDPS.PRES - Dew point depression at 400.0 mb (6 hours forecast)   | GDPS.PRES_ES.400.6h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
350//GDPS.PRES - Dew point depression at 350.0 mb (3 hours forecast)   | GDPS.PRES_ES.350.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
300//GDPS.PRES - Dew point depression at 300.0 mb (3 hours forecast)   | GDPS.PRES_ES.300.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
300//GDPS.PRES - Dew point depression at 300.0 mb (6 hours forecast)   | GDPS.PRES_ES.300.6h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
275//GDPS.PRES - Dew point depression at 275.0 mb (3 hours forecast)   | GDPS.PRES_ES.275.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
250//GDPS.PRES - Dew point depression at 250.0 mb (6 hours forecast)   | GDPS.PRES_ES.250.6h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
250//GDPS.PRES - Dew point depression at 250.0 mb (3 hours forecast)   | GDPS.PRES_ES.250.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
225//GDPS.PRES - Dew point depression at 225.0 mb (3 hours forecast)   | GDPS.PRES_ES.225.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
200//GDPS.PRES - Dew point depression at 200.0 mb (3 hours forecast)   | GDPS.PRES_ES.200.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
200//GDPS.PRES - Dew point depression at 200.0 mb (6 hours forecast)   | GDPS.PRES_ES.200.6h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
175//GDPS.PRES - Dew point depression at 175.0 mb (3 hours forecast)   | GDPS.PRES_ES.175.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
150//GDPS.PRES - Dew point depression at 150.0 mb (3 hours forecast)   | GDPS.PRES_ES.150.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
150//GDPS.PRES - Dew point depression at 150.0 mb (6 hours forecast)   | GDPS.PRES_ES.150.6h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
100//GDPS.PRES - Dew point depression at 100.0 mb (3 hours forecast)   | GDPS.PRES_ES.100.3h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
100//GDPS.PRES - Dew point depression at 100.0 mb (6 hours forecast)   | GDPS.PRES_ES.100.6h    | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
50//GDPS.PRES - Dew point depression at 50.0 mb (3 hours forecast)     | GDPS.PRES_ES.50.3h     | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
50//GDPS.PRES - Dew point depression at 50.0 mb (6 hours forecast)     | GDPS.PRES_ES.50.6h     | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                                  
1015//GDPS.PRES - Specefic humidity at 1015.0 mb (3 hours forecast)    | GDPS.PRES_HU.1015.3h   | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
1000//GDPS.PRES - Specefic humidity at 1000.0 mb                       | GDPS.PRES_HU.1000      | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
985//GDPS.PRES - Specefic humidity at 985.0 mb (3 hours forecast)      | GDPS.PRES_HU.985.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
970//GDPS.PRES - Specefic humidity at 970.0 mb (3 hours forecast)      | GDPS.PRES_HU.970.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
950//GDPS.PRES - Specefic humidity at 950.0 mb (3 hours forecast)      | GDPS.PRES_HU.950.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
925//GDPS.PRES - Specefic humidity at 925.0 mb                         | GDPS.PRES_HU.925       | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
900//GDPS.PRES - Specefic humidity at 900.0 mb (3 hours forecast)      | GDPS.PRES_HU.900.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
875//GDPS.PRES - Specefic humidity at 875.0 mb (3 hours forecast)      | GDPS.PRES_HU.875.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
850//GDPS.PRES - Specefic humidity at 850.0 mb                         | GDPS.PRES_HU.850       | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
800//GDPS.PRES - Specefic humidity at 800.0 mb (3 hours forecast)      | GDPS.PRES_HU.800.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
750//GDPS.PRES - Specefic humidity at 750.0 mb (3 hours forecast)      | GDPS.PRES_HU.750.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
700//GDPS.PRES - Specefic humidity at 700.0 mb                         | GDPS.PRES_HU.700       | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
650//GDPS.PRES - Specefic humidity at 650.0 mb (3 hours forecast)      | GDPS.PRES_HU.650.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
600//GDPS.PRES - Specefic humidity at 600.0 mb (3 hours forecast)      | GDPS.PRES_HU.600.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
550//GDPS.PRES - Specefic humidity at 550.0 mb (3 hours forecast)      | GDPS.PRES_HU.550.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
500//GDPS.PRES - Specefic humidity at 500.0 mb                         | GDPS.PRES_HU.500       | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
450//GDPS.PRES - Specefic humidity at 450.0 mb (3 hours forecast)      | GDPS.PRES_HU.450.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
400//GDPS.PRES - Specefic humidity at 400.0 mb (3 hours forecast)      | GDPS.PRES_HU.400.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
400//GDPS.PRES - Specefic humidity at 400.0 mb (6 hours forecast)      | GDPS.PRES_HU.400.6h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
350//GDPS.PRES - Specefic humidity at 350.0 mb (3 hours forecast)      | GDPS.PRES_HU.350.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
300//GDPS.PRES - Specefic humidity at 300.0 mb (3 hours forecast)      | GDPS.PRES_HU.300.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
300//GDPS.PRES - Specefic humidity at 300.0 mb (6 hours forecast)      | GDPS.PRES_HU.300.6h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
275//GDPS.PRES - Specefic humidity at 275.0 mb (3 hours forecast)      | GDPS.PRES_HU.275.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
250//GDPS.PRES - Specefic humidity at 250.0 mb (6 hours forecast)      | GDPS.PRES_HU.250.6h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
250//GDPS.PRES - Specefic humidity at 250.0 mb (3 hours forecast)      | GDPS.PRES_HU.250.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
225//GDPS.PRES - Specefic humidity at 225.0 mb (3 hours forecast)      | GDPS.PRES_HU.225.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
200//GDPS.PRES - Specefic humidity at 200.0 mb (3 hours forecast)      | GDPS.PRES_HU.200.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
200//GDPS.PRES - Specefic humidity at 200.0 mb (6 hours forecast)      | GDPS.PRES_HU.200.6h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
175//GDPS.PRES - Specefic humidity at 175.0 mb (3 hours forecast)      | GDPS.PRES_HU.175.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
150//GDPS.PRES - Specefic humidity at 150.0 mb (3 hours forecast)      | GDPS.PRES_HU.150.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
150//GDPS.PRES - Specefic humidity at 150.0 mb (6 hours forecast)      | GDPS.PRES_HU.150.6h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
100//GDPS.PRES - Specefic humidity at 100.0 mb (3 hours forecast)      | GDPS.PRES_HU.100.3h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
100//GDPS.PRES - Specefic humidity at 100.0 mb (6 hours forecast)      | GDPS.PRES_HU.100.6h    | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
50//GDPS.PRES - Specefic humidity at 50.0 mb (3 hours forecast)        | GDPS.PRES_HU.50.3h     | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
50//GDPS.PRES - Specefic humidity at 50.0 mb (6 hours forecast)        | GDPS.PRES_HU.50.6h     | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                                 
1015//GDPS.PRES - Air temperature at 1015.0 mb (3 hours forecast)      | GDPS.PRES_TT.1015.3h   | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
1000//GDPS.PRES - Air temperature at 1000.0 mb                         | GDPS.PRES_TT.1000      | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
985//GDPS.PRES - Air temperature at 985.0 mb (3 hours forecast)        | GDPS.PRES_TT.985.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
970//GDPS.PRES - Air temperature at 970.0 mb (3 hours forecast)        | GDPS.PRES_TT.970.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
950//GDPS.PRES - Air temperature at 950.0 mb (3 hours forecast)        | GDPS.PRES_TT.950.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
925//GDPS.PRES - Air temperature at 925.0 mb                           | GDPS.PRES_TT.925       | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
900//GDPS.PRES - Air temperature at 900.0 mb (3 hours forecast)        | GDPS.PRES_TT.900.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
875//GDPS.PRES - Air temperature at 875.0 mb (3 hours forecast)        | GDPS.PRES_TT.875.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
850//GDPS.PRES - Air temperature at 850.0 mb                           | GDPS.PRES_TT.850       | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
800//GDPS.PRES - Air temperature at 800.0 mb (3 hours forecast)        | GDPS.PRES_TT.800.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
750//GDPS.PRES - Air temperature at 750.0 mb (3 hours forecast)        | GDPS.PRES_TT.750.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
700//GDPS.PRES - Air temperature at 700.0 mb                           | GDPS.PRES_TT.700       | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
650//GDPS.PRES - Air temperature at 650.0 mb (3 hours forecast)        | GDPS.PRES_TT.650.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
600//GDPS.PRES - Air temperature at 600.0 mb (3 hours forecast)        | GDPS.PRES_TT.600.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
550//GDPS.PRES - Air temperature at 550.0 mb (3 hours forecast)        | GDPS.PRES_TT.550.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
500//GDPS.PRES - Air temperature at 500.0 mb                           | GDPS.PRES_TT.500       | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
450//GDPS.PRES - Air temperature at 450.0 mb (3 hours forecast)        | GDPS.PRES_TT.450.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
400//GDPS.PRES - Air temperature at 400.0 mb (3 hours forecast)        | GDPS.PRES_TT.400.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
400//GDPS.PRES - Air temperature at 400.0 mb (6 hours forecast)        | GDPS.PRES_TT.400.6h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
350//GDPS.PRES - Air temperature at 350.0 mb (3 hours forecast)        | GDPS.PRES_TT.350.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
300//GDPS.PRES - Air temperature at 300.0 mb (3 hours forecast)        | GDPS.PRES_TT.300.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
300//GDPS.PRES - Air temperature at 300.0 mb (6 hours forecast)        | GDPS.PRES_TT.300.6h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
275//GDPS.PRES - Air temperature at 275.0 mb (3 hours forecast)        | GDPS.PRES_TT.275.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
250//GDPS.PRES - Air temperature at 250.0 mb (6 hours forecast)        | GDPS.PRES_TT.250.6h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
250//GDPS.PRES - Air temperature at 250.0 mb (3 hours forecast)        | GDPS.PRES_TT.250.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
225//GDPS.PRES - Air temperature at 225.0 mb (3 hours forecast)        | GDPS.PRES_TT.225.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
200//GDPS.PRES - Air temperature at 200.0 mb (3 hours forecast)        | GDPS.PRES_TT.200.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
200//GDPS.PRES - Air temperature at 200.0 mb (6 hours forecast)        | GDPS.PRES_TT.200.6h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
175//GDPS.PRES - Air temperature at 175.0 mb (3 hours forecast)        | GDPS.PRES_TT.175.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
150//GDPS.PRES - Air temperature at 150.0 mb (3 hours forecast)        | GDPS.PRES_TT.150.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
150//GDPS.PRES - Air temperature at 150.0 mb (6 hours forecast)        | GDPS.PRES_TT.150.6h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
100//GDPS.PRES - Air temperature at 100.0 mb (3 hours forecast)        | GDPS.PRES_TT.100.3h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
100//GDPS.PRES - Air temperature at 100.0 mb (6 hours forecast)        | GDPS.PRES_TT.100.6h    | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
50//GDPS.PRES - Air temperature at 50.0 mb (3 hours forecast)          | GDPS.PRES_TT.50.3h     | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR, TEMPWINTER
