Name                                                               | Id                       | Web Services | Styles                                                                                                                        
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 0644m          | OCEAN.RIOPS.3D_TM2_0644  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 0763m          | OCEAN.RIOPS.3D_TM2_0763  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 0902m          | OCEAN.RIOPS.3D_TM2_0902  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 1062m          | OCEAN.RIOPS.3D_TM2_1062  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 1245m          | OCEAN.RIOPS.3D_TM2_1245  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 1452m          | OCEAN.RIOPS.3D_TM2_1452  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 1684m          | OCEAN.RIOPS.3D_TM2_1684  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 1942m          | OCEAN.RIOPS.3D_TM2_1942  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 2225m          | OCEAN.RIOPS.3D_TM2_2225  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 2533m          | OCEAN.RIOPS.3D_TM2_2533  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 2866m          | OCEAN.RIOPS.3D_TM2_2866  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 3221m          | OCEAN.RIOPS.3D_TM2_3221  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 3597m          | OCEAN.RIOPS.3D_TM2_3597  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 3992m          | OCEAN.RIOPS.3D_TM2_3992  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 4405m          | OCEAN.RIOPS.3D_TM2_4405  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 4833m          | OCEAN.RIOPS.3D_TM2_4833  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 5275m          | OCEAN.RIOPS.3D_TM2_5275  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Sea temperature//OCEAN.RIOPS.3D - Sea temperature - 5728m          | OCEAN.RIOPS.3D_TM2_5728  | WMS, WCS     | DEFAULT: SEA_TEMPSURF-DEFAULT, SEA_TEMPSURF-MIZ, SEA_TEMPSURF-COLD-CIS, SEA_TEMPSURF-COLD, SEA_TEMPSURF-MID, SEA_TEMPSURF-WARM
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 0000m         | OCEAN.RIOPS.3D_UU2W_0000 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 0002m         | OCEAN.RIOPS.3D_UU2W_0002 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 0003m         | OCEAN.RIOPS.3D_UU2W_0003 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 0004m         | OCEAN.RIOPS.3D_UU2W_0004 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 0005m         | OCEAN.RIOPS.3D_UU2W_0005 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 0006m         | OCEAN.RIOPS.3D_UU2W_0006 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 0008m         | OCEAN.RIOPS.3D_UU2W_0008 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 0010m         | OCEAN.RIOPS.3D_UU2W_0010 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 0011m         | OCEAN.RIOPS.3D_UU2W_0011 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 0013m         | OCEAN.RIOPS.3D_UU2W_0013 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 0016m         | OCEAN.RIOPS.3D_UU2W_0016 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 0018m         | OCEAN.RIOPS.3D_UU2W_0018 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 0022m         | OCEAN.RIOPS.3D_UU2W_0022 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 0025m         | OCEAN.RIOPS.3D_UU2W_0025 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 0029m         | OCEAN.RIOPS.3D_UU2W_0029 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 0034m         | OCEAN.RIOPS.3D_UU2W_0034 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 0040m         | OCEAN.RIOPS.3D_UU2W_0040 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 0047m         | OCEAN.RIOPS.3D_UU2W_0047 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 0056m         | OCEAN.RIOPS.3D_UU2W_0056 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 0066m         | OCEAN.RIOPS.3D_UU2W_0066 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 0078m         | OCEAN.RIOPS.3D_UU2W_0078 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 0092m         | OCEAN.RIOPS.3D_UU2W_0092 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 0110m         | OCEAN.RIOPS.3D_UU2W_0110 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 0131m         | OCEAN.RIOPS.3D_UU2W_0131 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 0156m         | OCEAN.RIOPS.3D_UU2W_0156 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 0186m         | OCEAN.RIOPS.3D_UU2W_0186 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 0222m         | OCEAN.RIOPS.3D_UU2W_0222 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 0266m         | OCEAN.RIOPS.3D_UU2W_0266 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 0318m         | OCEAN.RIOPS.3D_UU2W_0318 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 0380m         | OCEAN.RIOPS.3D_UU2W_0380 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 0454m         | OCEAN.RIOPS.3D_UU2W_0454 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 0541m         | OCEAN.RIOPS.3D_UU2W_0541 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 0644m         | OCEAN.RIOPS.3D_UU2W_0644 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 0763m         | OCEAN.RIOPS.3D_UU2W_0763 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 0902m         | OCEAN.RIOPS.3D_UU2W_0902 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 1062m         | OCEAN.RIOPS.3D_UU2W_1062 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 1245m         | OCEAN.RIOPS.3D_UU2W_1245 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 1452m         | OCEAN.RIOPS.3D_UU2W_1452 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 1684m         | OCEAN.RIOPS.3D_UU2W_1684 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 1942m         | OCEAN.RIOPS.3D_UU2W_1942 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 2225m         | OCEAN.RIOPS.3D_UU2W_2225 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 2533m         | OCEAN.RIOPS.3D_UU2W_2533 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 2866m         | OCEAN.RIOPS.3D_UU2W_2866 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 3221m         | OCEAN.RIOPS.3D_UU2W_3221 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 3597m         | OCEAN.RIOPS.3D_UU2W_3597 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 3992m         | OCEAN.RIOPS.3D_UU2W_3992 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 4405m         | OCEAN.RIOPS.3D_UU2W_4405 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 4833m         | OCEAN.RIOPS.3D_UU2W_4833 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 5275m         | OCEAN.RIOPS.3D_UU2W_5275 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         
Ocean current//OCEAN.RIOPS.3D - Ocean current (m/s)- 5728m         | OCEAN.RIOPS.3D_UU2W_5728 | WFS, WMS     | DEFAULT: SEA_CURARROW                                                                                                         

