Name                                                 | Id                | Web Services | Styles                                                                                    
RDPS.PRES - Air temperature at 850.0 mb              | RDPS.PRES_TT.850  | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR
RDPS.PRES - Air temperature at 700.0 mb              | RDPS.PRES_TT.700  | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR
RDPS.PRES - Air temperature at 500.0 mb              | RDPS.PRES_TT.500  | WMS, WCS     | DEFAULT: TEMPWINTER-LINEAR, TEMPERATURE, TEMPERATURE-LINEAR, TEMPSUMMER, TEMPSUMMER-LINEAR
RDPS.PRES - Geopotential height at 1000.0 mb         | RDPS.PRES_GZ.1000 | WMS, WCS     | DEFAULT: GEOPOTENTIELHEIGHT-1000mb-NONLINEAR                                              
RDPS.PRES - Geopotential height at 925.0 mb          | RDPS.PRES_GZ.925  | WMS, WCS     | DEFAULT: GEOPOTENTIELHEIGHT-925mb-NONLINEAR                                               
RDPS.PRES - Geopotential height at 850.0 mb          | RDPS.PRES_GZ.850  | WMS, WCS     | DEFAULT: GEOPOTENTIELHEIGHT-850mb-NONLINEAR                                               
RDPS.PRES - Geopotential height at 700.0 mb          | RDPS.PRES_GZ.700  | WMS, WCS     | DEFAULT: GEOPOTENTIELHEIGHT-700mb-NONLINEAR                                               
RDPS.PRES - Geopotential height at 500.0 mb          | RDPS.PRES_GZ.500  | WMS, WCS     | DEFAULT: GEOPOTENTIELHEIGHT-500mb-NONLINEAR                                               
RDPS.PRES - Dew point depression at 1000.0 mb        | RDPS.PRES_ES.1000 | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                      
RDPS.PRES - Dew point depression at 925.0 mb         | RDPS.PRES_ES.925  | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                      
RDPS.PRES - Dew point depression at 850.0 mb         | RDPS.PRES_ES.850  | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                      
RDPS.PRES - Dew point depression at 700.0 mb         | RDPS.PRES_ES.700  | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                      
RDPS.PRES - Dew point depression at 500.0 mb         | RDPS.PRES_ES.500  | WMS, WCS     | DEFAULT: DEWPOINTDEP                                                                      
RDPS.PRES - Specific humidity at 1000.0 mb           | RDPS.PRES_HU.1000 | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                     
RDPS.PRES - Specific humidity at 925.0 mb            | RDPS.PRES_HU.925  | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                     
RDPS.PRES - Specific humidity at 850.0 mb            | RDPS.PRES_HU.850  | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                     
RDPS.PRES - Specific humidity at 700.0 mb            | RDPS.PRES_HU.700  | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                     
RDPS.PRES - Specific humidity at 500.0 mb            | RDPS.PRES_HU.500  | WMS, WCS     | DEFAULT: HUMIDITYSPEC                                                                     

